before,after,tier
3.0,-2.0,Challenger
2.0,-4.0,Challenger
4.0,-0.0,Challenger
7.5,-4.0,Challenger
4.0,1.0,Challenger
3.5,-6.5,Challenger
6.5,3.5,Challenger
2.5,-3.5,Challenger
3.5,10.0,Challenger
20.0,-0.0,Challenger
9.0,-12.0,Challenger
12.0,4.0,Challenger
7.0,-2.5,Challenger
11.0,-3.0,Challenger
8.0,-0.5,Challenger
4.5,-5.0,Challenger
5.0,1.0,Challenger
13.0,18.5,Challenger
18.5,-18.0,Challenger
18.0,7.0,Challenger
6.5,-4.5,Challenger
5.0,7.0,Challenger
12.0,2.0,Challenger
11.0,-0.5,Challenger
3.5,-3.5,Challenger
4.0,1.0,Challenger
2.5,-7.5,Challenger
7.5,7.5,Challenger
22.0,-5.0,Challenger
-2.5,1.0,Challenger
3.0,4.5,Challenger
3.0,-0.0,Challenger
7.5,4.0,Challenger
10.0,-2.0,Challenger
2.5,-9.0,Challenger
9.0,-2.5,Challenger
9.5,-4.0,Challenger
21.5,8.5,Challenger
8.5,-1.0,Challenger
19.0,-3.0,Challenger
3.0,1.0,Challenger
-1.0,-0.0,Challenger
23.0,-1.5,Challenger
5.5,8.0,Challenger
7.0,-3.0,Challenger
3.0,-8.5,Challenger
3.5,7.5,Challenger
11.0,3.5,Challenger
11.0,-0.5,Challenger
3.5,-3.0,Challenger
4.0,1.0,Challenger
3.5,-8.5,Challenger
8.5,7.5,Challenger
22.0,-5.0,Challenger
-4.0,2.5,Challenger
3.0,5.5,Challenger
3.0,0.0,Challenger
7.0,4.5,Challenger
10.5,-3.0,Challenger
4.0,-9.0,Challenger
9.0,-2.5,Challenger
8.5,-4.0,Challenger
21.5,7.5,Challenger
7.5,-0.0,Challenger
18.0,-4.5,Challenger
4.0,-1.0,Challenger
1.0,0.0,Challenger
20.0,1.0,Challenger
5.5,8.0,Challenger
7.0,-3.0,Challenger
3.0,-9.5,Challenger
8.0,-8.0,Challenger
4.5,-4.5,Challenger
3.0,8.0,Challenger
16.0,-7.5,Challenger
12.0,-5.0,Challenger
12.0,-5.0,Challenger
5.0,-4.0,Challenger
7.0,1.0,Challenger
3.5,2.0,Challenger
6.0,0.0,Challenger
2.0,4.0,Challenger
10.0,-8.0,Challenger
5.0,-5.0,Challenger
3.0,8.0,Challenger
16.0,-6.5,Challenger
12.0,-5.0,Challenger
11.5,-5.0,Challenger
5.0,-4.0,Challenger
7.0,-0.0,Challenger
4.0,2.0,Challenger
6.0,-0.0,Challenger
2.0,4.0,Challenger
4.5,-0.5,Challenger
2.5,-4.5,Challenger
0.0,0.0,Challenger
1.0,4.5,Challenger
4.0,-6.0,Challenger
6.0,-3.0,Challenger
3.0,1.0,Challenger
2.0,-4.0,Challenger
2.0,10.0,Challenger
12.0,1.0,Challenger
3.5,-1.5,Challenger
6.0,1.0,Challenger
26.0,-0.0,Challenger
4.5,11.0,Challenger
13.0,-3.0,Challenger
3.0,-2.0,Challenger
19.5,2.5,Challenger
3.0,-0.0,Challenger
3.0,17.0,Challenger
17.0,-2.0,Challenger
2.0,-2.0,Challenger
2.0,-5.5,Challenger
5.0,-6.0,Challenger
6.5,-5.0,Challenger
7.0,-4.0,Challenger
4.5,-0.0,Challenger
3.0,-5.0,Challenger
-0.5,-0.0,Challenger
1.0,3.0,Challenger
4.0,-6.0,Challenger
6.0,-3.0,Challenger
3.0,1.0,Challenger
2.0,-4.0,Challenger
1.5,12.0,Challenger
14.0,1.0,Challenger
3.0,-1.0,Challenger
4.5,1.0,Challenger
26.0,0.0,Challenger
4.5,11.0,Challenger
13.0,-3.0,Challenger
3.0,-2.0,Challenger
20.0,1.0,Challenger
2.0,0.0,Challenger
3.0,17.0,Challenger
17.0,-2.0,Challenger
2.0,-2.0,Challenger
2.0,-5.0,Challenger
5.0,-6.0,Challenger
6.0,-5.0,Challenger
7.5,-2.0,Challenger
6.0,-2.0,Challenger
2.0,1.0,Challenger
7.0,-7.0,Challenger
2.5,3.0,Challenger
7.0,2.0,Challenger
2.0,3.0,Challenger
3.0,0.0,Challenger
0.0,2.0,Challenger
2.0,0.0,Challenger
0.0,0.0,Challenger
-0.0,-0.0,Challenger
0.0,0.0,Challenger
-0.0,3.5,Challenger
2.0,0.0,Challenger
1.0,2.0,Challenger
2.5,0.0,Challenger
5.5,-2.0,Challenger
2.0,1.0,Challenger
7.0,-7.0,Challenger
3.0,2.5,Challenger
8.0,1.0,Challenger
1.0,3.0,Challenger
3.0,-0.0,Challenger
-0.0,2.0,Challenger
2.0,-0.0,Challenger
-0.0,-0.0,Challenger
0.0,0.0,Challenger
-0.0,-0.0,Challenger
0.0,3.5,Challenger
1.0,-0.5,Challenger
1.0,1.5,Challenger
2.0,1.0,Challenger
4.0,-4.0,Challenger
4.0,-4.0,Challenger
9.0,-3.0,Challenger
6.5,2.0,Challenger
2.0,5.0,Challenger
7.0,-3.0,Challenger
3.0,-3.0,Challenger
16.0,-4.0,Challenger
7.0,4.0,Challenger
12.0,0.0,Challenger
13.0,6.0,Challenger
6.0,-2.0,Challenger
7.0,-5.0,Challenger
4.0,-1.0,Challenger
7.0,-7.0,Challenger
7.0,-3.0,Challenger
4.0,2.0,Challenger
17.0,-6.0,Challenger
14.0,3.0,Challenger
7.0,-6.5,Challenger
24.5,-0.0,Challenger
7.0,16.0,Challenger
16.0,8.0,Challenger
8.0,6.5,Challenger
1.5,-4.5,Challenger
6.0,-1.0,Challenger
9.0,-9.0,Challenger
9.0,5.0,Challenger
3.0,-4.0,Challenger
4.0,-4.5,Challenger
9.0,-3.5,Challenger
7.0,1.5,Challenger
0.5,4.5,Challenger
7.0,-3.0,Challenger
3.0,-3.0,Challenger
16.0,-4.0,Challenger
9.0,2.0,Challenger
10.0,1.0,Challenger
13.5,6.0,Challenger
6.0,-2.0,Challenger
4.0,-4.0,Challenger
4.0,-2.0,Challenger
7.0,-7.0,Challenger
7.0,-3.0,Challenger
4.0,2.0,Challenger
17.0,-6.0,Challenger
13.0,2.5,Challenger
7.0,-7.0,Challenger
25.0,0.0,Challenger
6.0,17.0,Challenger
17.0,7.0,Challenger
7.0,6.0,Challenger
2.0,-4.5,Challenger
5.5,-1.0,Challenger
9.0,-9.0,Challenger
9.0,5.0,Challenger
7.0,5.5,Challenger
5.5,-3.5,Challenger
5.0,-3.0,Challenger
3.0,-1.0,Challenger
1.0,4.0,Challenger
7.0,-4.0,Challenger
4.0,4.5,Challenger
9.5,4.5,Challenger
4.5,0.0,Challenger
1.5,0.5,Challenger
1.5,-1.0,Challenger
0.5,-3.0,Challenger
3.0,-1.0,Challenger
1.0,-2.0,Challenger
2.5,-3.0,Challenger
2.5,2.5,Challenger
6.0,13.0,Challenger
17.0,-7.0,Challenger
13.5,-0.5,Challenger
15.5,-1.0,Challenger
16.0,-1.0,Challenger
8.0,5.5,Challenger
5.5,-3.5,Challenger
5.0,-3.0,Challenger
3.0,-2.0,Challenger
0.0,3.5,Challenger
6.5,-4.0,Challenger
4.0,4.0,Challenger
9.5,4.5,Challenger
4.5,-0.0,Challenger
0.5,1.0,Challenger
1.0,-1.5,Challenger
-1.5,-3.0,Challenger
3.0,-2.0,Challenger
2.0,-3.0,Challenger
3.0,-3.5,Challenger
3.0,3.0,Challenger
6.0,14.0,Challenger
17.0,-6.5,Challenger
14.0,-0.0,Challenger
14.5,-1.0,Challenger
14.5,0.5,Challenger
-1.5,-1.5,Challenger
9.0,-0.5,Challenger
8.0,3.0,Challenger
5.5,5.5,Challenger
2.5,-5.0,Challenger
5.0,-1.0,Challenger
1.0,-6.0,Challenger
6.0,-1.0,Challenger
1.0,5.0,Challenger
3.5,2.5,Challenger
3.0,-17.0,Challenger
2.0,18.0,Challenger
18.0,1.0,Challenger
4.0,0.0,Challenger
5.0,1.0,Challenger
-2.0,-1.0,Challenger
9.0,-0.5,Challenger
8.0,3.0,Challenger
6.0,5.0,Challenger
2.5,-5.0,Challenger
5.0,-1.0,Challenger
1.0,-6.0,Challenger
6.0,-1.0,Challenger
1.0,4.0,Challenger
2.5,2.5,Challenger
3.0,-17.0,Challenger
2.5,18.0,Challenger
18.0,1.0,Challenger
4.0,-0.0,Challenger
4.5,1.0,Challenger
3.0,2.0,Challenger
2.0,8.5,Challenger
13.0,6.0,Challenger
6.0,-2.0,Challenger
2.0,-1.0,Challenger
1.0,1.0,Challenger
-1.0,-4.0,Challenger
4.0,-3.0,Challenger
4.0,-4.0,Challenger
3.0,5.0,Challenger
5.0,9.0,Challenger
1.0,-1.0,Challenger
1.0,-1.0,Challenger
2.5,-0.5,Challenger
0.5,-3.0,Challenger
3.0,-0.5,Challenger
2.0,-2.5,Challenger
2.0,3.0,Challenger
2.0,8.5,Challenger
13.0,6.0,Challenger
6.0,-2.0,Challenger
2.0,-1.0,Challenger
1.0,1.0,Challenger
1.0,-4.0,Challenger
4.0,-3.0,Challenger
4.0,-4.0,Challenger
3.0,4.0,Challenger
4.0,10.0,Challenger
1.5,-1.5,Challenger
1.0,-1.0,Challenger
3.0,-1.0,Challenger
1.0,-3.0,Challenger
3.0,-0.5,Challenger
2.0,-3.0,Challenger
6.0,2.5,Challenger
10.5,3.0,Challenger
3.0,-2.5,Challenger
1.0,-2.0,Challenger
2.0,2.0,Challenger
4.5,-0.5,Challenger
-0.0,-0.0,Challenger
5.0,-1.0,Challenger
13.0,5.0,Challenger
5.0,-4.0,Challenger
5.0,-0.0,Challenger
3.0,-2.0,Challenger
6.0,9.0,Challenger
9.0,2.0,Challenger
2.0,-7.0,Challenger
7.0,-6.0,Challenger
6.0,6.0,Challenger
11.0,-2.0,Challenger
4.0,-6.0,Challenger
6.0,0.5,Challenger
12.5,3.0,Challenger
3.0,-3.0,Challenger
1.0,-3.5,Challenger
3.5,0.5,Challenger
5.0,0.0,Challenger
0.0,0.0,Challenger
4.5,-0.0,Challenger
12.0,5.0,Challenger
5.0,-4.0,Challenger
4.5,1.0,Challenger
3.0,-2.0,Challenger
5.5,9.5,Challenger
9.5,2.0,Challenger
2.0,-7.0,Challenger
7.0,-6.0,Challenger
6.0,6.0,Challenger
11.0,-1.0,Challenger
3.5,-4.5,Challenger
6.0,-2.0,Challenger
2.0,1.0,Challenger
4.0,15.0,Challenger
15.0,-3.5,Challenger
6.0,-4.0,Challenger
4.0,-4.0,Challenger
2.0,0.5,Challenger
5.0,-4.0,Challenger
4.0,-2.0,Challenger
2.0,1.5,Challenger
4.0,15.0,Challenger
15.0,-4.5,Challenger
6.0,-5.5,Challenger
4.0,-4.0,Challenger
2.0,1.5,Challenger
5.0,-3.5,Challenger
4.0,-5.0,Challenger
5.0,-6.0,Challenger
6.0,7.5,Challenger
9.5,4.0,Challenger
8.0,-2.0,Challenger
-2.0,11.0,Challenger
15.0,2.0,Challenger
2.0,7.5,Challenger
7.5,-0.5,Challenger
4.0,-5.0,Challenger
5.0,-3.0,Challenger
3.0,-3.0,Challenger
3.0,7.0,Challenger
7.5,-5.0,Challenger
8.0,4.0,Challenger
4.0,11.0,Challenger
3.5,-4.5,Challenger
4.5,-6.0,Challenger
6.0,7.0,Challenger
9.0,4.0,Challenger
8.0,-2.0,Challenger
-2.0,11.0,Challenger
15.0,2.0,Challenger
1.5,7.0,Challenger
7.0,-0.0,Challenger
3.5,-5.0,Challenger
5.0,-3.0,Challenger
3.0,-3.0,Challenger
3.0,7.0,Challenger
7.5,-5.5,Challenger
8.0,4.0,Challenger
4.0,11.0,Challenger
9.0,9.5,Challenger
11.5,3.5,Challenger
6.0,8.5,Challenger
7.5,-1.5,Challenger
13.0,-2.0,Challenger
3.0,2.5,Challenger
4.0,-0.0,Challenger
8.5,-0.5,Challenger
5.0,3.5,Challenger
5.5,9.5,Challenger
10.0,0.5,Challenger
-0.5,-2.5,Challenger
7.5,-5.5,Challenger
11.0,9.0,Challenger
9.0,-4.0,Challenger
9.5,10.0,Challenger
14.0,2.0,Challenger
4.0,11.5,Challenger
7.0,-0.5,Challenger
13.5,-2.5,Challenger
1.5,4.0,Challenger
5.0,0.5,Challenger
8.5,-0.5,Challenger
4.5,4.5,Challenger
7.5,8.0,Challenger
9.5,0.5,Challenger
-0.5,-2.5,Challenger
7.0,-6.0,Challenger
11.5,8.5,Challenger
8.5,-4.0,Challenger
5.0,-0.0,Challenger
4.0,11.0,Challenger
3.0,3.5,Challenger
5.5,0.0,Challenger
6.0,-3.0,Challenger
4.5,0.0,Challenger
4.0,11.0,Challenger
3.0,3.5,Challenger
5.5,-0.5,Challenger
6.0,-3.0,Challenger
-2.0,-7.0,Challenger
7.0,-0.0,Challenger
0.5,-2.0,Challenger
2.5,4.0,Challenger
1.0,3.5,Challenger
5.5,3.0,Challenger
3.0,-2.0,Challenger
2.0,-3.0,Challenger
3.0,0.0,Challenger
2.0,2.0,Challenger
5.0,-3.5,Challenger
-0.5,6.5,Challenger
7.5,2.0,Challenger
4.0,6.0,Challenger
12.0,5.5,Challenger
16.5,1.5,Challenger
4.0,0.5,Challenger
4.0,-0.0,Challenger
6.0,-7.0,Challenger
7.0,-6.0,Challenger
2.0,-8.0,Challenger
8.0,-9.0,Challenger
9.0,6.0,Challenger
25.0,5.0,Challenger
5.0,3.0,Challenger
-2.5,-6.5,Challenger
6.5,0.0,Challenger
1.0,-2.0,Challenger
3.5,3.0,Challenger
0.5,4.0,Challenger
5.0,3.0,Challenger
3.0,-2.0,Challenger
2.0,-3.0,Challenger
3.0,-0.0,Challenger
2.0,2.0,Challenger
5.0,-4.0,Challenger
0.5,7.0,Challenger
8.0,2.0,Challenger
4.0,6.0,Challenger
12.5,6.5,Challenger
16.5,2.0,Challenger
3.0,2.5,Challenger
4.0,1.0,Challenger
7.0,-7.0,Challenger
7.0,-6.0,Challenger
1.0,-7.0,Challenger
7.0,-7.0,Challenger
7.0,7.0,Challenger
24.5,5.0,Challenger
5.0,3.0,Challenger
3.5,8.0,Challenger
12.0,5.0,Challenger
5.0,2.0,Challenger
1.5,2.0,Challenger
0.0,0.0,Challenger
2.0,1.0,Challenger
0.5,-2.0,Challenger
-2.0,-0.0,Challenger
2.0,0.0,Challenger
8.5,-1.0,Challenger
7.0,6.0,Challenger
6.0,2.0,Challenger
2.0,-3.0,Challenger
3.0,5.0,Challenger
6.0,-7.0,Challenger
3.0,-2.0,Challenger
20.0,7.0,Challenger
7.0,-0.0,Challenger
23.0,-3.0,Challenger
13.0,-4.0,Challenger
8.0,-8.0,Challenger
8.0,7.0,Challenger
16.0,3.0,Challenger
3.0,-0.0,Challenger
4.0,9.0,Challenger
12.5,6.0,Challenger
6.0,2.0,Challenger
1.5,1.0,Challenger
0.5,-0.0,Challenger
2.0,1.0,Challenger
-1.0,-1.5,Challenger
-2.0,0.0,Challenger
2.5,-0.0,Challenger
8.5,-0.5,Challenger
6.5,6.0,Challenger
7.0,1.5,Challenger
2.0,-3.0,Challenger
3.0,5.0,Challenger
5.0,-6.5,Challenger
3.0,-2.0,Challenger
20.0,7.0,Challenger
7.0,0.0,Challenger
23.0,-3.0,Challenger
13.5,-4.5,Challenger
8.0,-8.0,Challenger
8.0,7.0,Challenger
16.0,3.0,Challenger
3.0,0.5,Challenger
11.5,4.0,Challenger
4.0,-1.0,Challenger
4.5,-0.5,Challenger
3.0,7.0,Challenger
4.0,17.0,Challenger
17.0,-4.0,Challenger
14.5,3.5,Challenger
5.0,-0.0,Challenger
7.0,0.0,Challenger
8.0,-1.0,Challenger
4.5,3.0,Challenger
14.0,-0.5,Challenger
11.0,-7.0,Challenger
4.0,-10.5,Challenger
10.5,2.5,Challenger
2.5,10.0,Challenger
10.0,-1.0,Challenger
6.0,4.0,Challenger
10.0,-8.0,Challenger
21.0,15.0,Challenger
15.0,-13.0,Challenger
2.0,8.0,Challenger
20.5,8.5,Challenger
8.5,12.0,Challenger
22.5,10.0,Challenger
10.0,-1.0,Challenger
12.0,3.5,Challenger
3.5,-1.0,Challenger
4.5,-0.5,Challenger
3.0,7.0,Challenger
4.0,17.0,Challenger
17.0,-4.0,Challenger
14.5,3.5,Challenger
5.0,0.0,Challenger
6.0,1.5,Challenger
8.0,0.0,Challenger
4.0,3.0,Challenger
15.5,-0.5,Challenger
11.5,-7.5,Challenger
4.0,-11.0,Challenger
11.0,3.0,Challenger
3.0,9.5,Challenger
11.0,-1.0,Challenger
4.0,4.5,Challenger
10.0,-8.0,Challenger
21.5,15.0,Challenger
15.0,-14.5,Challenger
1.0,7.0,Challenger
19.5,8.0,Challenger
8.0,11.5,Challenger
23.0,10.0,Challenger
10.0,-0.5,Challenger
15.5,-10.0,ATP
17.0,-0.5,ATP
2.0,-2.0,ATP
-2.0,-1.0,ATP
4.0,5.0,ATP
3.0,-4.0,ATP
4.0,1.0,ATP
15.0,-3.0,ATP
18.0,-13.0,ATP
16.0,1.0,ATP
2.0,7.5,ATP
3.0,7.0,ATP
7.0,1.0,ATP
0.0,0.0,ATP
2.0,3.0,ATP
3.0,-0.0,ATP
16.5,-10.5,ATP
17.0,-1.0,ATP
1.0,-1.0,ATP
-2.0,-1.0,ATP
4.0,5.0,ATP
3.0,-3.0,ATP
3.0,1.0,ATP
15.0,-2.0,ATP
17.0,-13.0,ATP
15.0,2.0,ATP
2.0,8.0,ATP
4.0,7.0,ATP
7.0,1.0,ATP
-0.0,-0.0,ATP
2.0,3.0,ATP
3.0,0.0,ATP
2.0,-0.0,ATP
2.0,-3.0,ATP
2.0,10.0,ATP
15.0,3.0,ATP
3.0,-1.0,ATP
2.0,-3.0,ATP
2.0,10.0,ATP
15.0,3.0,ATP
4.0,-3.0,ATP
3.0,-4.0,ATP
2.0,-0.0,ATP
2.0,-3.0,ATP
3.0,-3.0,ATP
4.0,-2.0,ATP
2.0,7.0,ATP
15.5,-12.5,ATP
12.5,-4.0,ATP
7.0,-1.0,ATP
23.0,4.0,ATP
2.0,3.0,ATP
3.0,-3.0,ATP
3.0,0.0,ATP
15.5,1.0,ATP
4.0,-3.0,ATP
3.0,-5.0,ATP
2.5,7.0,ATP
9.5,1.0,ATP
4.0,-3.0,ATP
3.0,-4.0,ATP
2.0,0.0,ATP
2.0,-3.0,ATP
3.0,-3.0,ATP
4.0,-2.0,ATP
2.0,4.0,ATP
15.0,-12.5,ATP
12.5,-4.0,ATP
7.0,-1.0,ATP
23.0,4.0,ATP
1.0,4.0,ATP
5.0,-4.0,ATP
4.0,-1.0,ATP
16.0,1.0,ATP
5.0,-3.0,ATP
3.0,-5.0,ATP
2.0,7.0,ATP
10.0,1.0,ATP
11.0,6.0,ATP
15.0,3.5,ATP
7.0,2.0,ATP
5.5,-1.0,ATP
2.0,-1.0,ATP
-0.0,1.0,ATP
4.5,-0.0,ATP
5.0,1.0,ATP
3.0,-0.0,ATP
1.0,-0.0,ATP
11.0,6.0,ATP
15.0,3.0,ATP
7.5,1.5,ATP
6.0,-1.0,ATP
2.0,-1.0,ATP
0.0,1.0,ATP
3.5,1.0,ATP
5.0,1.0,ATP
3.0,0.0,ATP
1.0,0.0,ATP
9.0,1.5,ATP
6.0,-5.5,ATP
5.5,1.5,ATP
4.5,-4.5,ATP
8.5,1.5,ATP
6.0,-5.5,ATP
5.5,1.5,ATP
4.0,-3.0,ATP
1.0,-1.0,ATP
2.0,5.0,ATP
11.0,2.0,ATP
1.0,-1.0,ATP
1.0,0.0,ATP
-0.0,1.0,ATP
1.0,5.0,ATP
6.0,-1.0,ATP
0.0,-1.0,ATP
1.0,-0.0,ATP
2.0,-1.0,ATP
1.0,-2.0,ATP
2.0,-2.0,ATP
2.0,-2.0,ATP
2.0,0.0,ATP
1.0,-0.0,ATP
2.0,10.0,ATP
19.0,-2.0,ATP
0.0,0.0,ATP
11.5,2.0,ATP
-1.0,6.0,ATP
23.0,4.0,ATP
34.0,7.0,ATP
7.0,5.5,ATP
11.5,-4.5,ATP
4.5,-2.5,ATP
6.0,53.0,ATP
53.0,4.0,ATP
2.0,-2.0,ATP
3.0,5.0,ATP
10.0,2.0,ATP
1.0,-1.0,ATP
1.0,-0.0,ATP
0.0,1.0,ATP
1.0,5.0,ATP
6.0,-1.0,ATP
-0.0,-1.0,ATP
1.0,0.0,ATP
2.0,-1.0,ATP
1.0,-2.0,ATP
2.0,-2.0,ATP
2.0,-2.0,ATP
2.0,-0.0,ATP
1.0,0.0,ATP
2.0,10.0,ATP
18.0,-1.0,ATP
0.5,-0.0,ATP
12.5,1.0,ATP
-1.0,5.5,ATP
23.0,4.0,ATP
33.0,8.0,ATP
8.0,5.5,ATP
11.5,-5.0,ATP
5.0,-3.0,ATP
6.0,53.0,ATP
53.0,4.0,ATP
4.0,-6.5,ITF-M
0.5,-1.0,ITF-M
5.5,2.5,ITF-M
5.0,4.0,ITF-M
4.0,0.5,ITF-M
-1.5,1.0,ITF-M
1.0,2.0,ITF-M
2.5,1.5,ITF-M
3.5,2.5,ITF-M
1.0,-0.5,ITF-M
0.5,0.0,ITF-M
-0.0,1.0,ITF-M
0.0,0.5,ITF-M
-0.5,1.0,ITF-M
0.5,0.5,ITF-M
1.5,1.0,ITF-M
2.0,-7.0,ITF-M
2.5,-4.0,ITF-M
0.5,1.5,ITF-M
8.5,4.0,ITF-M
4.0,0.5,ITF-M
-2.5,1.0,ITF-M
1.0,2.0,ITF-M
2.5,1.5,ITF-M
3.5,2.5,ITF-M
1.5,0.5,ITF-M
0.5,-0.0,ITF-M
0.0,1.0,ITF-M
-0.0,-0.0,ITF-M
-1.0,1.0,ITF-M
1.0,-0.5,ITF-M
0.5,1.0,ITF-M
5.0,0.0,ITF-M
-0.0,-5.0,ITF-M
5.0,3.5,ITF-M
2.5,-7.0,ITF-M
7.0,-2.5,ITF-M
2.5,-0.5,ITF-M
1.0,-6.0,ITF-M
3.0,-1.0,ITF-M
5.5,22.0,ITF-M
16.5,-14.0,ITF-M
16.5,6.0,ITF-M
12.5,5.0,ITF-M
5.0,-6.5,ITF-M
6.5,5.5,ITF-M
14.0,-7.0,ITF-M
11.0,2.0,ITF-M
5.0,-10.0,ITF-M
10.0,2.0,ITF-M
8.0,-4.0,ITF-M
6.5,-7.5,ITF-M
7.5,3.5,ITF-M
-1.0,-6.5,ITF-M
8.5,3.0,ITF-M
28.0,0.0,ITF-M
3.5,-0.0,ITF-M
0.0,-5.0,ITF-M
5.0,3.5,ITF-M
2.5,-7.5,ITF-M
7.5,-1.5,ITF-M
1.5,-0.5,ITF-M
0.5,-5.5,ITF-M
3.5,-1.5,ITF-M
7.5,20.0,ITF-M
16.5,-14.0,ITF-M
18.0,4.5,ITF-M
11.5,4.5,ITF-M
4.5,-5.5,ITF-M
5.5,4.5,ITF-M
14.0,-7.0,ITF-M
14.0,1.0,ITF-M
6.5,-12.5,ITF-M
12.5,2.0,ITF-M
8.0,-3.0,ITF-M
6.5,-7.5,ITF-M
7.5,3.5,ITF-M
0.0,-6.5,ITF-M
8.5,3.0,ITF-M
28.0,-0.0,ITF-M
2.5,-3.0,ITF-M
3.0,3.5,ITF-M
3.5,0.5,ITF-M
2.0,0.0,ITF-M
-1.0,8.5,ITF-M
7.5,7.0,ITF-M
7.0,13.5,ITF-M
21.0,15.0,ITF-M
8.0,9.0,ITF-M
7.5,3.5,ITF-M
10.5,-1.0,ITF-M
1.5,-6.5,ITF-M
11.0,-3.0,ITF-M
3.0,-4.5,ITF-M
2.5,-3.5,ITF-M
3.0,3.5,ITF-M
3.5,0.5,ITF-M
2.5,-0.5,ITF-M
-0.0,8.5,ITF-M
6.5,8.5,ITF-M
7.0,14.5,ITF-M
22.0,14.0,ITF-M
8.0,9.0,ITF-M
7.0,4.0,ITF-M
9.5,-0.0,ITF-M
1.0,-8.5,ITF-M
12.5,-4.0,ITF-M
4.0,-4.0,ITF-M
2.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,1.0,ITF-M
-1.0,2.0,ITF-M
1.0,2.0,ITF-M
-0.0,10.0,ITF-M
7.0,0.0,ITF-M
2.5,-0.0,ITF-M
0.5,1.0,ITF-M
1.0,1.0,ITF-M
-1.0,2.0,ITF-M
1.0,1.5,ITF-M
0.0,10.0,ITF-M
7.0,-0.0,ITF-M
-1.0,-3.0,ITF-M
1.0,-3.0,ITF-M
5.0,20.0,ITF-M
25.5,-1.0,ITF-M
3.5,-1.0,ITF-M
1.0,5.5,ITF-M
3.5,-0.0,ITF-M
3.0,2.5,ITF-M
8.5,1.0,ITF-M
1.0,-1.5,ITF-M
1.5,-2.0,ITF-M
2.0,4.0,ITF-M
4.0,0.0,ITF-M
-1.0,-2.5,ITF-M
1.5,-2.5,ITF-M
5.5,20.0,ITF-M
24.0,-1.0,ITF-M
4.5,-2.5,ITF-M
2.5,5.5,ITF-M
3.5,-1.0,ITF-M
3.0,2.0,ITF-M
9.0,1.5,ITF-M
1.5,-2.0,ITF-M
2.0,-2.0,ITF-M
2.0,4.0,ITF-M
4.0,-0.0,ITF-M
29.0,1.5,ITF-M
-1.5,6.5,ITF-M
-2.0,10.5,ITF-M
12.5,1.5,ITF-M
5.0,1.0,ITF-M
10.0,-1.0,ITF-M
6.0,-1.5,ITF-M
-1.0,0.0,ITF-M
10.5,7.5,ITF-M
3.5,22.0,ITF-M
22.0,-10.5,ITF-M
3.0,10.0,ITF-M
8.5,5.5,ITF-M
10.0,-0.0,ITF-M
-0.0,1.0,ITF-M
1.0,2.0,ITF-M
-0.5,2.0,ITF-M
2.0,2.0,ITF-M
1.0,-0.0,ITF-M
32.5,-5.0,ITF-M
5.0,-1.0,ITF-M
-2.0,11.5,ITF-M
14.0,-4.0,ITF-M
8.0,0.5,ITF-M
11.5,-8.5,ITF-M
9.0,4.5,ITF-M
-0.0,3.0,ITF-M
7.5,8.0,ITF-M
16.5,12.0,ITF-M
12.0,-10.0,ITF-M
-5.0,22.0,ITF-M
6.0,3.5,ITF-M
8.0,3.0,ITF-M
3.0,1.0,ITF-M
1.0,1.5,ITF-M
-0.5,0.5,ITF-M
3.0,1.0,ITF-M
1.0,0.0,ITF-M
-5.0,3.0,ITF-M
3.0,-1.0,ITF-M
1.0,-1.0,ITF-M
1.5,0.0,ITF-M
2.0,0.0,ITF-M
0.0,2.0,ITF-M
0.0,0.0,ITF-M
0.0,1.0,ITF-M
-0.5,1.0,ITF-M
-1.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
1.5,1.5,ITF-M
-1.5,2.5,ITF-M
2.0,1.0,ITF-M
-0.0,-1.0,ITF-M
-1.0,-1.0,ITF-M
1.0,-0.5,ITF-M
1.5,-0.0,ITF-M
1.0,-0.0,ITF-M
-0.0,2.0,ITF-M
-0.0,-0.0,ITF-M
-0.0,1.0,ITF-M
0.5,0.5,ITF-M
-1.0,0.5,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
1.5,1.5,ITF-M
-1.5,2.5,ITF-M
2.0,1.0,ITF-M
-5.0,-6.5,ITF-M
8.5,11.5,ITF-M
11.5,-4.0,ITF-M
6.5,-2.5,ITF-M
2.5,-3.0,ITF-M
3.0,0.0,ITF-M
5.0,-0.5,ITF-M
1.5,2.0,ITF-M
1.5,-0.0,ITF-M
2.0,7.0,ITF-M
7.0,2.0,ITF-M
3.0,0.5,ITF-M
1.0,-1.5,ITF-M
2.0,-0.5,ITF-M
0.5,-2.0,ITF-M
6.0,14.0,ITF-M
1.0,-0.5,ITF-M
22.0,-0.0,ITF-M
-60.0,0.0,ITF-M
-0.5,-6.5,ITF-M
9.0,10.0,ITF-M
10.0,-4.0,ITF-M
6.5,-3.5,ITF-M
3.5,-4.0,ITF-M
4.0,-1.0,ITF-M
6.0,-1.5,ITF-M
1.5,2.0,ITF-M
1.5,0.0,ITF-M
2.0,7.0,ITF-M
7.0,2.0,ITF-M
3.0,0.5,ITF-M
0.0,-1.0,ITF-M
1.5,-0.0,ITF-M
